plot,falltreatment,treatment,block,seedsOut,species,background,bdensity,disturbed,AVFA_seedsIn,BRHO_seedsIn,ESCA_seedsIn,LACA_seedsIn,VUMY_seedsIn
6,wet,controlRain,B,0,ESCA,Vulpia myuros,low,NA,0,12,15,15,1563
6,wet,controlRain,B,77.5286,BRHO,Vulpia myuros,low,NA,0,12,15,15,1563
6,wet,controlRain,B,0,LACA,Vulpia myuros,low,NA,0,12,15,15,1563
6,wet,controlRain,B,64.7364,BRHO,Lasthenia californica,high,NA,10,12,15,30980,12
6,wet,controlRain,B,0,ESCA,Lasthenia californica,high,NA,10,12,15,30980,12
6,wet,controlRain,B,23.1499,AVFA,Lasthenia californica,high,NA,10,12,15,30980,12
6,wet,controlRain,B,35.6295,VUMY,Lasthenia californica,high,NA,10,12,15,30980,12
6,wet,controlRain,B,6.1991,AVFA,Vulpia myuros,high,NA,10,12,15,15,6251
6,wet,controlRain,B,11.6293,BRHO,Vulpia myuros,high,NA,10,12,15,15,6251
6,wet,controlRain,B,0,LACA,Vulpia myuros,high,NA,10,12,15,15,6251
6,wet,controlRain,B,0.1987,ESCA,Vulpia myuros,high,NA,10,12,15,15,6251
6,wet,controlRain,B,516.0371,LACA,Trifolium hirtum,low,NA,10,12,15,15,12
6,wet,controlRain,B,91.3081,AVFA,Trifolium hirtum,low,NA,10,12,15,15,12
6,wet,controlRain,B,0.6671,ESCA,Trifolium hirtum,low,NA,10,12,15,15,12
6,wet,controlRain,B,0,BRHO,Trifolium hirtum,low,NA,10,12,15,15,12
6,wet,controlRain,B,0,VUMY,Trifolium hirtum,low,NA,10,12,15,15,12
6,wet,controlRain,B,47.1568,VUMY,Avena fatua,high,NA,297,12,15,15,12
6,wet,controlRain,B,0,BRHO,Avena fatua,high,NA,297,12,15,15,12
6,wet,controlRain,B,0,LACA,Avena fatua,high,NA,297,12,15,15,12
6,wet,controlRain,B,0,ESCA,Avena fatua,high,NA,297,12,15,15,12
6,wet,controlRain,B,0,LACA,NA,NA,NA,10,12,15,15,12
6,wet,controlRain,B,97.2005,AVFA,NA,NA,NA,10,12,15,15,12
6,wet,controlRain,B,436.9861,VUMY,NA,NA,NA,10,12,15,15,12
6,wet,controlRain,B,0,ESCA,NA,NA,NA,10,12,15,15,12
6,wet,controlRain,B,14.9889,BRHO,NA,NA,NA,10,12,15,15,12
7,wet,springDry,B,0,BRHO,Eschscholzia californica,high,NA,10,12,3179,15,12
7,wet,springDry,B,56.5881,VUMY,Eschscholzia californica,high,NA,10,12,3179,15,12
7,wet,springDry,B,38.3572,AVFA,Eschscholzia californica,high,NA,10,12,3179,15,12
7,wet,springDry,B,0,LACA,Eschscholzia californica,high,NA,10,12,3179,15,12
7,wet,springDry,B,17.5731,BRHO,Eschscholzia californica,low,NA,10,12,795,15,12
7,wet,springDry,B,0,LACA,Eschscholzia californica,low,NA,10,12,795,15,12
7,wet,springDry,B,73.879,VUMY,Eschscholzia californica,low,NA,10,12,795,15,12
7,wet,springDry,B,37.2917,AVFA,Eschscholzia californica,low,NA,10,12,795,15,12
7,wet,springDry,B,19.3077,AVFA,Lasthenia californica,low,NA,10,12,15,7745,12
7,wet,springDry,B,53.4443,VUMY,Lasthenia californica,low,NA,10,12,15,7745,12
7,wet,springDry,B,0.3719,ESCA,Lasthenia californica,low,NA,10,12,15,7745,12
7,wet,springDry,B,9.6135,BRHO,Lasthenia californica,low,NA,10,12,15,7745,12
7,wet,springDry,B,0,LACA,Bromus hordeaceus,high,NA,10,3231,15,15,12
7,wet,springDry,B,0,VUMY,Bromus hordeaceus,high,NA,10,3231,15,15,12
7,wet,springDry,B,0.0341,ESCA,Bromus hordeaceus,high,NA,10,3231,15,15,12
7,wet,springDry,B,38.0666,AVFA,Bromus hordeaceus,high,NA,10,3231,15,15,12
7,wet,springDry,B,0.8005,ESCA,Bromus hordeaceus,low,NA,10,808,15,15,12
7,wet,springDry,B,0,VUMY,Bromus hordeaceus,low,NA,10,808,15,15,12
7,wet,springDry,B,0,LACA,Bromus hordeaceus,low,NA,10,808,15,15,12
7,wet,springDry,B,31.9643,AVFA,Bromus hordeaceus,low,NA,10,808,15,15,12
7,wet,springDry,B,0,LACA,Trifolium hirtum,low,NA,10,12,15,15,12
7,wet,springDry,B,542.3029,VUMY,Trifolium hirtum,low,NA,10,12,15,15,12
7,wet,springDry,B,0,ESCA,Trifolium hirtum,low,NA,10,12,15,15,12
7,wet,springDry,B,50.2388,AVFA,Trifolium hirtum,low,NA,10,12,15,15,12
7,wet,springDry,B,56.7509,BRHO,Trifolium hirtum,low,NA,10,12,15,15,12
7,wet,springDry,B,39.2973,VUMY,Avena fatua,high,NA,297,12,15,15,12
7,wet,springDry,B,20.4279,LACA,Avena fatua,high,NA,297,12,15,15,12
7,wet,springDry,B,0.5545,ESCA,Avena fatua,high,NA,297,12,15,15,12
7,wet,springDry,B,2.8796,BRHO,Avena fatua,high,NA,297,12,15,15,12
7,wet,springDry,B,0,BRHO,Lasthenia californica,high,NA,10,12,15,30980,12
7,wet,springDry,B,77.3924,AVFA,Lasthenia californica,high,NA,10,12,15,30980,12
7,wet,springDry,B,0,VUMY,Lasthenia californica,high,NA,10,12,15,30980,12
7,wet,springDry,B,1.5216,ESCA,Lasthenia californica,high,NA,10,12,15,30980,12
7,wet,springDry,B,111.6491,AVFA,Vulpia myuros,low,NA,10,12,15,15,1563
7,wet,springDry,B,0,ESCA,Vulpia myuros,low,NA,10,12,15,15,1563
7,wet,springDry,B,0,LACA,Vulpia myuros,low,NA,10,12,15,15,1563
7,wet,springDry,B,0,BRHO,Vulpia myuros,low,NA,10,12,15,15,1563
7,wet,springDry,B,0,BRHO,Trifolium hirtum,high,NA,10,12,15,15,12
7,wet,springDry,B,0,VUMY,Trifolium hirtum,high,NA,10,12,15,15,12
7,wet,springDry,B,108.4849,AVFA,Trifolium hirtum,high,NA,10,12,15,15,12
7,wet,springDry,B,0.3198,ESCA,Trifolium hirtum,high,NA,10,12,15,15,12
7,wet,springDry,B,0,LACA,Trifolium hirtum,high,NA,10,12,15,15,12
7,wet,springDry,B,0.1817,ESCA,Vulpia myuros,high,NA,10,12,15,15,6251
7,wet,springDry,B,29.4609,BRHO,Vulpia myuros,high,NA,10,12,15,15,6251
7,wet,springDry,B,0,LACA,Vulpia myuros,high,NA,10,12,15,15,6251
7,wet,springDry,B,51.3366,AVFA,Vulpia myuros,high,NA,10,12,15,15,6251
7,wet,springDry,B,139.3744,VUMY,Avena fatua,low,NA,74,12,15,15,12
7,wet,springDry,B,0.8421,ESCA,Avena fatua,low,NA,74,12,15,15,12
7,wet,springDry,B,9.8202,BRHO,Avena fatua,low,NA,74,12,15,15,12
7,wet,springDry,B,0,LACA,Avena fatua,low,NA,74,12,15,15,12
7,wet,springDry,B,18.6069,BRHO,NA,NA,NA,10,12,15,15,12
7,wet,springDry,B,0,AVFA,NA,NA,NA,10,12,15,15,12
7,wet,springDry,B,359.9634,VUMY,NA,NA,NA,10,12,15,15,12
7,wet,springDry,B,3.2872,ESCA,NA,NA,NA,10,12,15,15,12
7,wet,springDry,B,0,LACA,NA,NA,NA,10,12,15,15,12
8,dry,consistentDry,B,0,LACA,Bromus hordeaceus,high,NA,10,3231,15,15,12
8,dry,consistentDry,B,0,VUMY,Bromus hordeaceus,high,NA,10,3231,15,15,12
8,dry,consistentDry,B,10.0736,AVFA,Bromus hordeaceus,high,NA,10,3231,15,15,12
8,dry,consistentDry,B,6.4344,ESCA,Bromus hordeaceus,high,NA,10,3231,15,15,12
8,dry,consistentDry,B,86.9782,VUMY,Lasthenia californica,high,NA,10,12,15,30980,12
8,dry,consistentDry,B,9.3034,BRHO,Lasthenia californica,high,NA,10,12,15,30980,12
8,dry,consistentDry,B,409.1431,AVFA,Lasthenia californica,high,NA,10,12,15,30980,12
8,dry,consistentDry,B,9.0839,ESCA,Lasthenia californica,high,NA,10,12,15,30980,12
8,dry,consistentDry,B,40.0048,BRHO,Trifolium hirtum,high,NA,10,12,15,15,12
8,dry,consistentDry,B,0.9463,ESCA,Trifolium hirtum,high,NA,10,12,15,15,12
8,dry,consistentDry,B,135.6061,AVFA,Trifolium hirtum,high,NA,10,12,15,15,12
8,dry,consistentDry,B,1179.9673,VUMY,Trifolium hirtum,high,NA,10,12,15,15,12
8,dry,consistentDry,B,2.5368,LACA,Trifolium hirtum,high,NA,10,12,15,15,12
8,dry,consistentDry,B,194.5948,AVFA,Trifolium hirtum,low,NA,10,12,15,15,12
8,dry,consistentDry,B,690.0608,VUMY,Trifolium hirtum,low,NA,10,12,15,15,12
8,dry,consistentDry,B,0,LACA,Trifolium hirtum,low,NA,10,12,15,15,12
8,dry,consistentDry,B,62.0229,BRHO,Trifolium hirtum,low,NA,10,12,15,15,12
8,dry,consistentDry,B,1.514,ESCA,Trifolium hirtum,low,NA,10,12,15,15,12
8,dry,consistentDry,B,0,LACA,Eschscholzia californica,high,NA,10,12,3179,15,12
8,dry,consistentDry,B,134.8313,AVFA,Eschscholzia californica,high,NA,10,12,3179,15,12
8,dry,consistentDry,B,154.0455,VUMY,Eschscholzia californica,high,NA,10,12,3179,15,12
8,dry,consistentDry,B,0,BRHO,Eschscholzia californica,high,NA,10,12,3179,15,12
8,dry,consistentDry,B,0,LACA,Eschscholzia californica,low,NA,10,12,795,15,12
8,dry,consistentDry,B,29.4609,BRHO,Eschscholzia californica,low,NA,10,12,795,15,12
8,dry,consistentDry,B,61.4102,AVFA,Eschscholzia californica,low,NA,10,12,795,15,12
8,dry,consistentDry,B,90.3838,VUMY,Eschscholzia californica,low,NA,10,12,795,15,12
8,dry,consistentDry,B,0,LACA,Vulpia myuros,low,NA,10,12,15,15,1563
8,dry,consistentDry,B,17.884,ESCA,Vulpia myuros,low,NA,10,12,15,15,1563
8,dry,consistentDry,B,12.4046,BRHO,Vulpia myuros,low,NA,10,12,15,15,1563
8,dry,consistentDry,B,97.1844,AVFA,Vulpia myuros,low,NA,10,12,15,15,1563
8,dry,consistentDry,B,0,BRHO,Vulpia myuros,high,NA,10,12,15,15,6251
8,dry,consistentDry,B,0,LACA,Vulpia myuros,high,NA,10,12,15,15,6251
8,dry,consistentDry,B,0,ESCA,Vulpia myuros,high,NA,10,12,15,15,6251
8,dry,consistentDry,B,72.3556,AVFA,Vulpia myuros,high,NA,10,12,15,15,6251
8,dry,consistentDry,B,0,LACA,NA,NA,NA,10,12,15,15,12
8,dry,consistentDry,B,118.1711,AVFA,NA,NA,NA,10,12,15,15,12
8,dry,consistentDry,B,9.0839,ESCA,NA,NA,NA,10,12,15,15,12
8,dry,consistentDry,B,226.3525,VUMY,NA,NA,NA,10,12,15,15,12
8,dry,consistentDry,B,8.7866,BRHO,NA,NA,NA,10,12,15,15,12
8,dry,consistentDry,B,0,LACA,Avena fatua,high,NA,297,12,15,15,12
8,dry,consistentDry,B,10.4792,VUMY,Avena fatua,high,NA,297,12,15,15,12
8,dry,consistentDry,B,3.1011,BRHO,Avena fatua,high,NA,297,12,15,15,12
8,dry,consistentDry,B,1.3247,ESCA,Avena fatua,high,NA,297,12,15,15,12
8,dry,consistentDry,B,1.3247,ESCA,Avena fatua,low,NA,74,12,15,15,12
8,dry,consistentDry,B,0,BRHO,Avena fatua,low,NA,74,12,15,15,12
8,dry,consistentDry,B,0,LACA,Avena fatua,low,NA,74,12,15,15,12
8,dry,consistentDry,B,61.3038,VUMY,Avena fatua,low,NA,74,12,15,15,12
8,dry,consistentDry,B,314.3785,VUMY,Bromus hordeaceus,low,NA,10,808,15,15,12
8,dry,consistentDry,B,355.2881,AVFA,Bromus hordeaceus,low,NA,10,808,15,15,12
8,dry,consistentDry,B,0,LACA,Bromus hordeaceus,low,NA,10,808,15,15,12
8,dry,consistentDry,B,33.3078,ESCA,Bromus hordeaceus,low,NA,10,808,15,15,12
8,dry,consistentDry,B,4.6517,BRHO,Lasthenia californica,low,NA,10,12,15,7745,12
8,dry,consistentDry,B,5.2989,ESCA,Lasthenia californica,low,NA,10,12,15,7745,12
8,dry,consistentDry,B,102.6971,VUMY,Lasthenia californica,low,NA,10,12,15,7745,12
8,dry,consistentDry,B,200.4065,AVFA,Lasthenia californica,low,NA,10,12,15,7745,12
9,dry,fallDry,C,12.4046,BRHO,Trifolium hirtum,low,NA,10,12,15,15,12
9,dry,fallDry,C,337.9569,VUMY,Trifolium hirtum,low,NA,10,12,15,15,12
9,dry,fallDry,C,88.1924,AVFA,Trifolium hirtum,low,NA,10,12,15,15,12
9,dry,fallDry,C,18.3571,ESCA,Trifolium hirtum,low,NA,10,12,15,15,12
9,dry,fallDry,C,0,LACA,Trifolium hirtum,low,NA,10,12,15,15,12
9,dry,fallDry,C,0,LACA,Bromus hordeaceus,high,NA,10,3231,15,15,12
9,dry,fallDry,C,6.6237,ESCA,Bromus hordeaceus,high,NA,10,3231,15,15,12
9,dry,fallDry,C,234.7361,VUMY,Bromus hordeaceus,high,NA,10,3231,15,15,12
9,dry,fallDry,C,136.0582,AVFA,Bromus hordeaceus,high,NA,10,3231,15,15,12
9,dry,fallDry,C,117.7836,AVFA,Eschscholzia californica,low,NA,10,12,795,15,12
9,dry,fallDry,C,0,LACA,Eschscholzia californica,low,NA,10,12,795,15,12
9,dry,fallDry,C,1.5506,BRHO,Eschscholzia californica,low,NA,10,12,795,15,12
9,dry,fallDry,C,217.969,VUMY,Eschscholzia californica,low,NA,10,12,795,15,12
9,dry,fallDry,C,23.7754,BRHO,Eschscholzia californica,high,NA,10,12,3179,15,12
9,dry,fallDry,C,66.0195,VUMY,Eschscholzia californica,high,NA,10,12,3179,15,12
9,dry,fallDry,C,92.8579,AVFA,Eschscholzia californica,high,NA,10,12,3179,15,12
9,dry,fallDry,C,0,LACA,Eschscholzia californica,high,NA,10,12,3179,15,12
9,dry,fallDry,C,270.5343,AVFA,Vulpia myuros,low,NA,10,12,15,15,1563
9,dry,fallDry,C,16.1259,BRHO,Vulpia myuros,low,NA,10,12,15,15,1563
9,dry,fallDry,C,12.3012,ESCA,Vulpia myuros,low,NA,10,12,15,15,1563
9,dry,fallDry,C,0,LACA,Vulpia myuros,low,NA,10,12,15,15,1563
9,dry,fallDry,C,18.9945,BRHO,Avena fatua,low,NA,74,12,15,15,12
9,dry,fallDry,C,0,LACA,Avena fatua,low,NA,74,12,15,15,12
9,dry,fallDry,C,1.7032,ESCA,Avena fatua,low,NA,74,12,15,15,12
9,dry,fallDry,C,1116.0437,VUMY,Avena fatua,low,NA,74,12,15,15,12
9,dry,fallDry,C,14.8166,BRHO,Trifolium hirtum,high,NA,10,12,15,15,12
9,dry,fallDry,C,531.2997,VUMY,Trifolium hirtum,high,NA,10,12,15,15,12
9,dry,fallDry,C,1.9871,ESCA,Trifolium hirtum,high,NA,10,12,15,15,12
9,dry,fallDry,C,119.0567,AVFA,Trifolium hirtum,high,NA,10,12,15,15,12
9,dry,fallDry,C,0,LACA,Trifolium hirtum,high,NA,10,12,15,15,12
9,dry,fallDry,C,2.0818,ESCA,Avena fatua,high,NA,297,12,15,15,12
9,dry,fallDry,C,0,BRHO,Avena fatua,high,NA,297,12,15,15,12
9,dry,fallDry,C,0,VUMY,Avena fatua,high,NA,297,12,15,15,12
9,dry,fallDry,C,0,LACA,Avena fatua,high,NA,297,12,15,15,12
9,dry,fallDry,C,104.7396,AVFA,NA,NA,NA,10,12,15,15,12
9,dry,fallDry,C,5.5821,BRHO,NA,NA,NA,10,12,15,15,12
9,dry,fallDry,C,12.8689,ESCA,NA,NA,NA,10,12,15,15,12
9,dry,fallDry,C,2.5368,LACA,NA,NA,NA,10,12,15,15,12
9,dry,fallDry,C,430.6986,VUMY,NA,NA,NA,10,12,15,15,12
9,dry,fallDry,C,172.6073,AVFA,Lasthenia californica,high,NA,10,12,15,30980,12
9,dry,fallDry,C,5.2989,ESCA,Lasthenia californica,high,NA,10,12,15,30980,12
9,dry,fallDry,C,57.3712,BRHO,Lasthenia californica,high,NA,10,12,15,30980,12
9,dry,fallDry,C,892.835,VUMY,Lasthenia californica,high,NA,10,12,15,30980,12
9,dry,fallDry,C,13.9551,BRHO,Lasthenia californica,low,NA,10,12,15,7745,12
9,dry,fallDry,C,217.5499,VUMY,Lasthenia californica,low,NA,10,12,15,7745,12
9,dry,fallDry,C,4.9205,ESCA,Lasthenia californica,low,NA,10,12,15,7745,12
9,dry,fallDry,C,125.9846,AVFA,Lasthenia californica,low,NA,10,12,15,7745,12
9,dry,fallDry,C,122.4336,LACA,Bromus hordeaceus,low,NA,10,808,15,15,12
9,dry,fallDry,C,1012.2988,VUMY,Bromus hordeaceus,low,NA,10,808,15,15,12
9,dry,fallDry,C,145.3407,AVFA,Bromus hordeaceus,low,NA,10,808,15,15,12
9,dry,fallDry,C,3.5957,ESCA,Bromus hordeaceus,low,NA,10,808,15,15,12
9,dry,fallDry,C,4.9205,ESCA,Vulpia myuros,high,NA,10,12,15,15,6251
9,dry,fallDry,C,1.5506,BRHO,Vulpia myuros,high,NA,10,12,15,15,6251
9,dry,fallDry,C,0,LACA,Vulpia myuros,high,NA,10,12,15,15,6251
9,dry,fallDry,C,127.1792,AVFA,Vulpia myuros,high,NA,10,12,15,15,6251
10,dry,consistentDry,C,134.1349,VUMY,Bromus hordeaceus,low,NA,10,808,15,15,12
10,dry,consistentDry,C,0,LACA,Bromus hordeaceus,low,NA,10,808,15,15,12
10,dry,consistentDry,C,21.1804,AVFA,Bromus hordeaceus,low,NA,10,808,15,15,12
10,dry,consistentDry,C,40.3099,ESCA,Bromus hordeaceus,low,NA,10,808,15,15,12
10,dry,consistentDry,C,3.1245,ESCA,Vulpia myuros,high,NA,10,12,15,15,6251
10,dry,consistentDry,C,28.671,AVFA,Vulpia myuros,high,NA,10,12,15,15,6251
10,dry,consistentDry,C,0,LACA,Vulpia myuros,high,NA,10,12,15,15,6251
10,dry,consistentDry,C,6.9776,BRHO,Vulpia myuros,high,NA,10,12,15,15,6251
10,dry,consistentDry,C,40.3149,BRHO,Lasthenia californica,high,NA,10,12,15,30980,12
10,dry,consistentDry,C,19.8711,ESCA,Lasthenia californica,high,NA,10,12,15,30980,12
10,dry,consistentDry,C,29.7171,AVFA,Lasthenia californica,high,NA,10,12,15,30980,12
10,dry,consistentDry,C,124.4939,VUMY,Lasthenia californica,high,NA,10,12,15,30980,12
10,dry,consistentDry,C,21.708,BRHO,Eschscholzia californica,high,NA,10,12,3179,15,12
10,dry,consistentDry,C,0,LACA,Eschscholzia californica,high,NA,10,12,3179,15,12
10,dry,consistentDry,C,28.1383,AVFA,Eschscholzia californica,high,NA,10,12,3179,15,12
10,dry,consistentDry,C,0,VUMY,Eschscholzia californica,high,NA,10,12,3179,15,12
10,dry,consistentDry,C,34.8879,BRHO,Trifolium hirtum,high,NA,10,12,15,15,12
10,dry,consistentDry,C,0,LACA,Trifolium hirtum,high,NA,10,12,15,15,12
10,dry,consistentDry,C,260.945,AVFA,Trifolium hirtum,high,NA,10,12,15,15,12
10,dry,consistentDry,C,221.1128,VUMY,Trifolium hirtum,high,NA,10,12,15,15,12
10,dry,consistentDry,C,34.6325,ESCA,Trifolium hirtum,high,NA,10,12,15,15,12
10,dry,consistentDry,C,514.4316,AVFA,Trifolium hirtum,low,NA,10,0,15,15,12
10,dry,consistentDry,C,43.5272,ESCA,Trifolium hirtum,low,NA,10,0,15,15,12
10,dry,consistentDry,C,0,LACA,Trifolium hirtum,low,NA,10,0,15,15,12
10,dry,consistentDry,C,95.8854,VUMY,Trifolium hirtum,low,NA,10,0,15,15,12
10,dry,consistentDry,C,7.8636,BRHO,Vulpia myuros,low,NA,10,14,15,15,1563
10,dry,consistentDry,C,15.7076,ESCA,Vulpia myuros,low,NA,10,14,15,15,1563
10,dry,consistentDry,C,95.6023,AVFA,Vulpia myuros,low,NA,10,14,15,15,1563
10,dry,consistentDry,C,0,LACA,Vulpia myuros,low,NA,10,14,15,15,1563
10,dry,consistentDry,C,167.183,AVFA,Bromus hordeaceus,high,NA,10,3231,15,15,12
10,dry,consistentDry,C,672.77,VUMY,Bromus hordeaceus,high,NA,10,3231,15,15,12
10,dry,consistentDry,C,0,LACA,Bromus hordeaceus,high,NA,10,3231,15,15,12
10,dry,consistentDry,C,13.6259,ESCA,Bromus hordeaceus,high,NA,10,3231,15,15,12
10,dry,consistentDry,C,0,VUMY,Eschscholzia californica,low,NA,10,12,795,15,12
10,dry,consistentDry,C,0,LACA,Eschscholzia californica,low,NA,10,12,795,15,12
10,dry,consistentDry,C,10.7131,BRHO,Eschscholzia californica,low,NA,10,12,795,15,12
10,dry,consistentDry,C,0,AVFA,Eschscholzia californica,low,NA,10,12,795,15,12
10,dry,consistentDry,C,0.9907,ESCA,Avena fatua,high,NA,297,12,15,15,12
10,dry,consistentDry,C,72.3071,VUMY,Avena fatua,high,NA,297,12,15,15,12
10,dry,consistentDry,C,0,LACA,Avena fatua,high,NA,297,12,15,15,12
10,dry,consistentDry,C,10.854,BRHO,Avena fatua,high,NA,297,12,15,15,12
10,dry,consistentDry,C,0,LACA,NA,NA,NA,10,12,15,15,12
10,dry,consistentDry,C,11.5001,BRHO,NA,NA,NA,10,12,15,15,12
10,dry,consistentDry,C,17.0324,ESCA,NA,NA,NA,10,12,15,15,12
10,dry,consistentDry,C,91.1144,AVFA,NA,NA,NA,10,12,15,15,12
10,dry,consistentDry,C,174.4801,VUMY,NA,NA,NA,10,12,15,15,12
10,dry,consistentDry,C,0,AVFA,Lasthenia californica,low,NA,10,12,15,0,12
10,dry,consistentDry,C,150.9017,VUMY,Lasthenia californica,low,NA,10,12,15,0,12
10,dry,consistentDry,C,0,ESCA,Lasthenia californica,low,NA,10,12,15,0,12
10,dry,consistentDry,C,15.5057,BRHO,Lasthenia californica,low,NA,10,12,15,0,12
10,dry,consistentDry,C,133.0868,VUMY,Avena fatua,low,NA,74,12,0,15,12
10,dry,consistentDry,C,0,LACA,Avena fatua,low,NA,74,12,0,15,12
10,dry,consistentDry,C,0,BRHO,Avena fatua,low,NA,74,12,0,15,12
11,wet,controlRain,C,25.1503,VUMY,Avena fatua,high,NA,297,12,15,15,12
11,wet,controlRain,C,0,BRHO,Avena fatua,high,NA,297,12,15,15,12
11,wet,controlRain,C,0.4656,ESCA,Avena fatua,high,NA,297,12,15,15,12
11,wet,controlRain,C,0,LACA,Avena fatua,high,NA,297,12,15,15,12
11,wet,controlRain,C,0,BRHO,Lasthenia californica,low,NA,10,12,15,7745,12
11,wet,controlRain,C,9.4314,VUMY,Lasthenia californica,low,NA,10,12,15,7745,12
11,wet,controlRain,C,0,ESCA,Lasthenia californica,low,NA,10,12,15,7745,12
11,wet,controlRain,C,20.5346,AVFA,Lasthenia californica,low,NA,10,12,15,7745,12
11,wet,controlRain,C,0.4485,ESCA,Vulpia myuros,high,NA,10,12,15,15,6251
11,wet,controlRain,C,0,BRHO,Vulpia myuros,high,NA,10,12,15,15,6251
11,wet,controlRain,C,18.6922,LACA,Vulpia myuros,high,NA,10,12,15,15,6251
11,wet,controlRain,C,22.0844,AVFA,Vulpia myuros,high,NA,10,12,15,15,6251
11,wet,controlRain,C,0.8658,ESCA,Vulpia myuros,low,NA,10,12,15,15,1563
11,wet,controlRain,C,0,LACA,Vulpia myuros,low,NA,10,12,15,15,1563
11,wet,controlRain,C,0,AVFA,Vulpia myuros,low,NA,10,12,15,15,1563
11,wet,controlRain,C,14.7304,BRHO,Vulpia myuros,low,NA,10,12,15,15,1563
11,wet,controlRain,C,179.1958,VUMY,Trifolium hirtum,high,NA,10,12,15,15,12
11,wet,controlRain,C,11.6234,AVFA,Trifolium hirtum,high,NA,10,12,15,15,12
11,wet,controlRain,C,0,LACA,Trifolium hirtum,high,NA,10,12,15,15,12
11,wet,controlRain,C,20.379,BRHO,Trifolium hirtum,high,NA,10,12,15,15,12
11,wet,controlRain,C,0.4145,ESCA,Trifolium hirtum,high,NA,10,12,15,15,12
11,wet,controlRain,C,9.8799,AVFA,Bromus hordeaceus,high,NA,10,3231,15,15,12
11,wet,controlRain,C,0,VUMY,Bromus hordeaceus,high,NA,10,3231,15,15,12
11,wet,controlRain,C,0,ESCA,Bromus hordeaceus,high,NA,10,3231,15,15,12
11,wet,controlRain,C,0,LACA,Bromus hordeaceus,high,NA,10,3231,15,15,12
11,wet,controlRain,C,23.84,BRHO,Eschscholzia californica,high,NA,10,16,3179,15,12
11,wet,controlRain,C,96.6714,VUMY,Eschscholzia californica,high,NA,10,16,3179,15,12
11,wet,controlRain,C,0,AVFA,Eschscholzia californica,high,NA,10,16,3179,15,12
11,wet,controlRain,C,0,LACA,Eschscholzia californica,high,NA,10,16,3179,15,12
11,wet,controlRain,C,4.8431,AVFA,Lasthenia californica,high,NA,10,12,15,30980,12
11,wet,controlRain,C,0,VUMY,Lasthenia californica,high,NA,10,12,15,30980,12
11,wet,controlRain,C,0.1987,ESCA,Lasthenia californica,high,NA,10,12,15,30980,12
11,wet,controlRain,C,0,BRHO,Lasthenia californica,high,NA,10,12,15,30980,12
11,wet,controlRain,C,48.6245,AVFA,Trifolium hirtum,low,NA,10,12,15,15,0
11,wet,controlRain,C,0.511,ESCA,Trifolium hirtum,low,NA,10,12,15,15,0
11,wet,controlRain,C,37.0199,BRHO,Trifolium hirtum,low,NA,10,12,15,15,0
11,wet,controlRain,C,0,LACA,Trifolium hirtum,low,NA,10,12,15,15,0
11,wet,controlRain,C,13.0248,BRHO,Avena fatua,low,NA,74,12,15,15,12
11,wet,controlRain,C,0.5166,ESCA,Avena fatua,low,NA,74,12,15,15,12
11,wet,controlRain,C,0,LACA,Avena fatua,low,NA,74,12,15,15,12
11,wet,controlRain,C,50.8246,VUMY,Avena fatua,low,NA,74,12,15,15,12
11,wet,controlRain,C,1.2462,ESCA,Bromus hordeaceus,low,NA,10,808,15,15,12
11,wet,controlRain,C,0,LACA,Bromus hordeaceus,low,NA,10,808,15,15,12
11,wet,controlRain,C,11.6234,AVFA,Bromus hordeaceus,low,NA,10,808,15,15,12
11,wet,controlRain,C,53.4443,VUMY,Bromus hordeaceus,low,NA,10,808,15,15,12
11,wet,controlRain,C,0,LACA,Eschscholzia californica,low,NA,10,12,795,15,12
11,wet,controlRain,C,0,BRHO,Eschscholzia californica,low,NA,10,12,795,15,12
11,wet,controlRain,C,79.5233,AVFA,Eschscholzia californica,low,NA,10,12,795,15,12
11,wet,controlRain,C,0,VUMY,Eschscholzia californica,low,NA,10,12,795,15,12
11,wet,controlRain,C,0,LACA,NA,NA,NA,10,12,15,15,12
11,wet,controlRain,C,17.8225,AVFA,NA,NA,NA,10,12,15,15,12
11,wet,controlRain,C,40.625,BRHO,NA,NA,NA,10,12,15,15,12
11,wet,controlRain,C,160.333,VUMY,NA,NA,NA,10,12,15,15,12
11,wet,controlRain,C,0.7324,ESCA,NA,NA,NA,10,12,15,15,12
12,wet,springDry,C,0,AVFA,Lasthenia californica,low,NA,10,12,15,7745,12
12,wet,springDry,C,0,BRHO,Lasthenia californica,low,NA,10,12,15,7745,12
12,wet,springDry,C,0,VUMY,Lasthenia californica,low,NA,10,12,15,7745,12
12,wet,springDry,C,0,ESCA,Lasthenia californica,low,NA,10,12,15,7745,12
12,wet,springDry,C,30.6519,VUMY,Trifolium hirtum,high,NA,10,12,15,15,12
12,wet,springDry,C,0,ESCA,Trifolium hirtum,high,NA,10,12,15,15,12
12,wet,springDry,C,6.0082,LACA,Trifolium hirtum,high,NA,10,12,15,15,12
12,wet,springDry,C,6.5382,AVFA,Trifolium hirtum,high,NA,10,12,15,15,12
12,wet,springDry,C,9.8202,BRHO,Trifolium hirtum,high,NA,10,12,15,15,12
12,wet,springDry,C,7.9426,AVFA,Eschscholzia californica,low,NA,10,12,795,15,12
12,wet,springDry,C,2.008,BRHO,Eschscholzia californica,low,NA,10,12,795,15,12
